gen,fit,rec,size,wires
560,-0.006381,7,13,109
561,-0.006381,7,13,109
562,-0.006381,7,13,109
563,-0.006381,7,13,109
564,-0.006381,7,13,109
565,-0.006381,7,13,109
566,-0.006381,7,13,109
567,-0.006381,7,13,109
568,-0.006381,7,13,109
569,-0.006381,7,13,109
570,-0.006381,7,13,109
571,-0.006381,7,13,109
572,-0.006381,7,13,109
573,-0.006381,7,13,109
574,-0.006381,7,13,109
575,-0.006381,7,13,109
576,-0.006381,7,13,109
577,-0.006381,7,13,109
578,-0.006381,7,13,109
579,-0.006381,7,13,109
580,-0.006381,7,13,109
581,-0.006381,7,13,109
582,-0.006381,7,13,109
583,-0.006381,7,13,109
584,-0.006381,7,13,109
585,-0.006381,7,13,109
586,-0.006381,7,13,109
587,-0.006381,7,13,109
588,-0.006381,7,13,109
589,-0.006381,7,13,109
590,-0.006381,7,13,109
591,-0.006381,7,13,109
592,-0.006381,7,13,109
593,-0.006381,7,13,109
594,-0.006381,7,13,109
595,-0.006381,7,13,109
596,-0.006381,7,13,109
597,-0.006381,7,13,109
598,-0.006381,7,13,109
599,-0.006381,7,13,109
600,-0.006381,7,13,109
601,-0.006381,7,13,109
602,-0.006381,7,13,109
603,-0.006381,7,13,109
604,-0.006381,7,13,109
605,-0.006381,7,13,109
606,-0.006381,7,13,109
607,-0.006381,7,13,109
608,-0.006381,7,13,109
609,-0.006381,7,13,109
610,-0.006381,7,13,109
611,-0.006381,7,13,109
612,-0.006381,7,13,109
613,-0.006381,7,13,109
614,-0.006381,7,13,109
615,-0.006381,7,13,109
616,-0.006381,7,13,109
617,-0.006381,7,13,109
618,-0.006381,7,13,109
619,-0.006381,7,13,109
620,-0.006381,7,13,109
621,-0.006381,7,13,109
622,-0.006381,7,13,109
623,-0.006381,7,13,109
624,-0.006381,7,13,109
625,-0.006381,7,13,109
626,-0.006381,7,13,109
627,-0.006381,7,13,109
628,-0.006381,7,13,109
629,-0.006381,7,13,109
630,-0.006381,7,13,109
631,-0.006381,7,13,109
632,-0.006381,7,13,109
633,-0.006381,7,13,109
634,-0.006381,7,13,109
635,-0.006381,7,13,109
636,-0.006381,7,13,109
637,-0.006381,7,13,109
638,-0.006381,7,13,109
639,-0.006381,7,13,109
640,-0.006381,7,13,109
641,-0.006381,7,13,109
642,-0.006381,7,13,109
643,-0.006381,7,13,109
644,-0.006381,7,13,109
645,-0.006381,7,13,109
646,-0.006381,7,13,109
647,-0.006381,7,13,109
648,-0.006381,7,13,109
649,-0.006381,7,13,109
650,-0.006381,7,13,109
651,-0.006381,7,13,109
652,-0.006381,7,13,109
653,-0.006381,7,13,109
654,-0.006381,7,13,109
655,-0.006381,7,13,109
656,-0.006381,7,13,109
657,-0.006381,7,13,109
658,-0.006381,7,13,109
659,-0.006381,7,13,109
660,-0.006381,7,13,109
661,-0.006381,7,13,109
662,-0.006381,7,13,109
663,-0.006381,7,13,109
664,-0.006381,7,13,109
665,-0.006381,7,13,109
666,-0.006381,7,13,109
667,-0.006381,7,13,109
668,-0.006381,7,13,109
669,-0.006381,7,13,109
670,-0.006381,7,13,109
671,-0.006381,7,13,109
672,-0.006381,7,13,109
673,-0.006381,7,13,109
674,-0.006381,7,13,109
675,-0.006381,7,13,109
676,-0.006381,7,13,109
677,-0.006381,7,13,109
678,-0.006381,7,13,109
679,-0.006381,7,13,109
680,-0.006381,7,13,109
681,-0.006381,7,13,109
682,-0.006381,7,13,109
683,-0.006381,7,13,109
684,-0.006381,7,13,109
685,-0.006381,7,13,109
686,-0.006381,7,13,109
687,-0.006381,7,13,109
688,-0.006381,7,13,109
689,-0.006381,7,13,109
690,-0.006381,7,13,109
691,-0.006381,7,13,109
692,-0.006381,7,13,109
693,-0.006381,7,13,109
694,-0.006381,7,13,109
695,-0.006381,7,13,109
696,-0.006381,7,13,109
697,-0.006381,7,13,109
698,-0.006381,7,13,109
699,-0.006381,7,13,109
700,-0.006381,7,13,109
701,-0.006381,7,13,109
702,-0.006381,7,13,109
703,-0.006381,7,13,109
704,-0.006381,7,13,109
705,-0.006381,7,13,109
706,-0.006381,7,13,109
707,-0.006381,7,13,109
708,-0.006381,7,13,109
709,-0.006381,7,13,109
710,-0.006381,7,13,109
711,-0.006381,7,13,109
712,-0.006381,7,13,109
713,-0.006381,7,13,109
714,-0.006381,7,13,109
715,-0.006381,7,13,109
716,-0.006381,7,13,109
717,-0.006381,7,13,109
718,-0.006381,7,13,109
719,-0.006381,7,13,109
720,-0.006381,7,13,109
721,-0.006381,7,13,109
722,-0.006381,7,13,109
723,-0.006381,7,13,109
724,-0.006381,7,13,109
725,-0.006381,7,13,109
726,-0.006381,7,13,109
727,-0.006381,7,13,109
728,-0.006381,7,13,109
729,-0.006381,7,13,109
730,-0.006381,7,13,109
731,-0.006381,7,13,109
732,-0.006381,7,13,109
733,-0.006381,7,13,109
734,-0.006381,7,13,109
735,-0.006381,7,13,109
736,-0.006381,7,13,109
737,-0.006381,7,13,109
738,-0.006381,7,13,109
739,-0.006381,7,13,109
740,-0.006381,7,13,109
741,-0.006381,7,13,109
742,-0.006381,7,13,109
743,-0.006381,7,13,109
744,-0.006381,7,13,109
745,-0.006381,7,13,109
746,-0.006381,7,13,109
747,-0.006381,7,13,109
748,-0.006381,7,13,109
749,-0.006381,7,13,109
750,-0.006381,7,13,109
751,-0.006381,7,13,109
752,-0.006381,7,13,109
753,-0.006381,7,13,109
754,-0.006381,7,13,109
755,-0.006381,7,13,109
756,-0.006381,7,13,109
757,-0.006381,7,13,109
758,-0.006381,7,13,109
759,-0.006381,7,13,109
760,-0.006381,7,13,109
761,-0.006381,7,13,109
762,-0.006381,7,13,109
763,-0.006381,7,13,109
764,-0.006381,7,13,109
765,-0.006381,7,13,109
766,-0.006381,7,13,109
767,-0.006381,7,13,109
768,-0.006381,7,13,109
769,-0.006381,7,13,109
770,-0.006381,7,13,109
771,-0.006381,7,13,109
772,-0.006381,7,13,109
773,-0.006381,7,13,109
774,-0.006381,7,13,109
775,-0.006381,7,13,109
776,-0.006381,7,13,109
777,-0.006381,7,13,109
778,-0.006381,7,13,109
779,-0.006381,7,13,109
